Comunidades y Ciudades Autónomas;Sector económico;Periodo;Total
16 País Vasco;Construcción;2013T2;8,2
16 País Vasco;Construcción;2013T1;9,7
16 País Vasco;Construcción;2012T4;10,7
16 País Vasco;Construcción;2012T3;8,9
16 País Vasco;Construcción;2012T2;9,7
16 País Vasco;Construcción;2012T1;9,1
16 País Vasco;Construcción;2011T4;6,3
16 País Vasco;Construcción;2011T3;9,5
16 País Vasco;Construcción;2011T2;10,3
16 País Vasco;Construcción;2011T1;7,6
16 País Vasco;Construcción;2010T4;9,1
16 País Vasco;Construcción;2010T3;9,2
16 País Vasco;Construcción;2010T2;8,4
16 País Vasco;Construcción;2010T1;9,1
16 País Vasco;Construcción;2009T4;11,3
16 País Vasco;Construcción;2009T3;10,4
16 País Vasco;Construcción;2009T2;10,4
16 País Vasco;Construcción;2009T1;11,7
16 País Vasco;Construcción;2008T4;9,1
16 País Vasco;Construcción;2008T3;5,8
16 País Vasco;Construcción;2008T2;2,9
16 País Vasco;Construcción;2008T1;3,3
16 País Vasco;Servicios;2024T4;31,6
16 País Vasco;Servicios;2024T3;25,6
16 País Vasco;Servicios;2024T2;28,1
16 País Vasco;Servicios;2024T1;34,1
16 País Vasco;Servicios;2023T4;22,1
16 País Vasco;Servicios;2023T3;36,8
16 País Vasco;Servicios;2023T2;25,6
16 País Vasco;Servicios;2023T1;27
16 País Vasco;Servicios;2022T4;26,9
16 País Vasco;Servicios;2022T3;29,1
16 País Vasco;Servicios;2022T2;30,2
16 País Vasco;Servicios;2022T1;28
16 País Vasco;Servicios;2021T4;23,7
16 País Vasco;Servicios;2021T3;35,1
16 País Vasco;Servicios;2021T2;34,2
16 País Vasco;Servicios;2021T1;46,9
16 País Vasco;Servicios;2020T4;39
16 País Vasco;Servicios;2020T3;45,6
16 País Vasco;Servicios;2020T2;39,8
16 País Vasco;Servicios;2020T1;35,1
16 País Vasco;Servicios;2019T4;32,6
16 País Vasco;Servicios;2019T3;35,5
16 País Vasco;Servicios;2019T2;33,7
16 País Vasco;Servicios;2019T1;34,5
16 País Vasco;Servicios;2018T4;28,9
16 País Vasco;Servicios;2018T3;31
16 País Vasco;Servicios;2018T2;31,4
16 País Vasco;Servicios;2018T1;33,5
16 País Vasco;Servicios;2017T4;36,7
16 País Vasco;Servicios;2017T3;37
16 País Vasco;Servicios;2017T2;34,4
16 País Vasco;Servicios;2017T1;37,5
16 País Vasco;Servicios;2016T4;33,6
16 País Vasco;Servicios;2016T3;40,1
16 País Vasco;Servicios;2016T2;37
16 País Vasco;Servicios;2016T1;38,3
16 País Vasco;Servicios;2015T4;37,2
16 País Vasco;Servicios;2015T3;39,3
16 País Vasco;Servicios;2015T2;44,5
16 País Vasco;Servicios;2015T1;46,2
16 País Vasco;Servicios;2014T4;41,9
16 País Vasco;Servicios;2014T3;40,7
16 País Vasco;Servicios;2014T2;41,3
16 País Vasco;Servicios;2014T1;46,1
16 País Vasco;Servicios;2013T4;50
16 País Vasco;Servicios;2013T3;49,3
16 País Vasco;Servicios;2013T2;51,5
16 País Vasco;Servicios;2013T1;57
16 País Vasco;Servicios;2012T4;52,5
16 País Vasco;Servicios;2012T3;57
16 País Vasco;Servicios;2012T2;55
16 País Vasco;Servicios;2012T1;55,5
16 País Vasco;Servicios;2011T4;41,4
16 País Vasco;Servicios;2011T3;44
16 País Vasco;Servicios;2011T2;43,4
16 País Vasco;Servicios;2011T1;47,1
16 País Vasco;Servicios;2010T4;37,7
16 País Vasco;Servicios;2010T3;38,6
16 País Vasco;Servicios;2010T2;45
16 País Vasco;Servicios;2010T1;46
16 País Vasco;Servicios;2009T4;50
16 País Vasco;Servicios;2009T3;48,4
16 País Vasco;Servicios;2009T2;40,5
16 País Vasco;Servicios;2009T1;42,4
16 País Vasco;Servicios;2008T4;34
16 País Vasco;Servicios;2008T3;27
16 País Vasco;Servicios;2008T2;23,8
16 País Vasco;Servicios;2008T1;22,1
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;42,5
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;41,2
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;48
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;46,2
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;37,9
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;45,9
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;44,3
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;55,9
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;54
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;51,2
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;49,4
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;54,5
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;62
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;63,1
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;60,7
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;60,4
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;50
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;46,8
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T2;36,1
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T1;37,9
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T4;48,3
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T3;47,1
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T2;47
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T1;55,3
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T4;57,8
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T3;52,5
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T2;60
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T1;67,7
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T4;61,7
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T3;67,8
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T2;68,6
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T1;71,2
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T4;80,9
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T3;81,5
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T2;80,2
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T1;77,6
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T4;81,7
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T3;87,9
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T2;105,1
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T1;109,2
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T4;118,3
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T3;102,2
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T2;108,7
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T1;111
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T4;103,8
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T3;101,1
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T2;95,2
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T1;99,1
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T4;98,4
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T3;93
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T2;82,3
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T1;75,1
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T4;89,1
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T3;74,9
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T2;66,3
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T1;64,9
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T4;62,8
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T3;52,4
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T2;52,4
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T1;51,1
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T4;52,5
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T3;46,2
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T2;42,3
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T1;38,2
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T4;31,4
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T3;26,8
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T2;26,4
16 País Vasco;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T1;29
17 Rioja, La;Total;2024T4;14,2
17 Rioja, La;Total;2024T3;16,4
17 Rioja, La;Total;2024T2;14,7
17 Rioja, La;Total;2024T1;17,8
17 Rioja, La;Total;2023T4;15,5
17 Rioja, La;Total;2023T3;16
17 Rioja, La;Total;2023T2;12,5
17 Rioja, La;Total;2023T1;16,6
17 Rioja, La;Total;2022T4;13,8
17 Rioja, La;Total;2022T3;12,7
17 Rioja, La;Total;2022T2;16,8
17 Rioja, La;Total;2022T1;18,2
17 Rioja, La;Total;2021T4;16,9
17 Rioja, La;Total;2021T3;20,1
17 Rioja, La;Total;2021T2;18,8
17 Rioja, La;Total;2021T1;19
17 Rioja, La;Total;2020T4;16,3
17 Rioja, La;Total;2020T3;17,8
17 Rioja, La;Total;2020T2;15,2
17 Rioja, La;Total;2020T1;17,5
17 Rioja, La;Total;2019T4;15,4
17 Rioja, La;Total;2019T3;14
17 Rioja, La;Total;2019T2;15,6
17 Rioja, La;Total;2019T1;17,3
17 Rioja, La;Total;2018T4;15,9
17 Rioja, La;Total;2018T3;14,9
17 Rioja, La;Total;2018T2;16,5
17 Rioja, La;Total;2018T1;16,7
17 Rioja, La;Total;2017T4;17,6
17 Rioja, La;Total;2017T3;19,1
17 Rioja, La;Total;2017T2;16,6
17 Rioja, La;Total;2017T1;19,9
17 Rioja, La;Total;2016T4;16,6
17 Rioja, La;Total;2016T3;20,8
17 Rioja, La;Total;2016T2;23,8
17 Rioja, La;Total;2016T1;21,9
17 Rioja, La;Total;2015T4;21,5
17 Rioja, La;Total;2015T3;20,7
17 Rioja, La;Total;2015T2;25,6
17 Rioja, La;Total;2015T1;27,1
17 Rioja, La;Total;2014T4;26,4
17 Rioja, La;Total;2014T3;29,1
17 Rioja, La;Total;2014T2;27,8
17 Rioja, La;Total;2014T1;30,5
17 Rioja, La;Total;2013T4;31,9
17 Rioja, La;Total;2013T3;31,1
17 Rioja, La;Total;2013T2;32,2
17 Rioja, La;Total;2013T1;29,6
17 Rioja, La;Total;2012T4;29,4
17 Rioja, La;Total;2012T3;32,6
17 Rioja, La;Total;2012T2;36,9
17 Rioja, La;Total;2012T1;32,1
17 Rioja, La;Total;2011T4;30,1
17 Rioja, La;Total;2011T3;29,2
17 Rioja, La;Total;2011T2;26,8
17 Rioja, La;Total;2011T1;25,4
17 Rioja, La;Total;2010T4;24,9
17 Rioja, La;Total;2010T3;22,7
17 Rioja, La;Total;2010T2;19,4
17 Rioja, La;Total;2010T1;23,7
17 Rioja, La;Total;2009T4;22,3
17 Rioja, La;Total;2009T3;20,8
17 Rioja, La;Total;2009T2;20,5
17 Rioja, La;Total;2009T1;18,3
17 Rioja, La;Total;2008T4;16
17 Rioja, La;Total;2008T3;13,4
17 Rioja, La;Total;2008T2;11,1
17 Rioja, La;Total;2008T1;10,6
17 Rioja, La;Agricultura;2024T4;0,7
17 Rioja, La;Agricultura;2024T3;1
17 Rioja, La;Agricultura;2024T2;1,5
17 Rioja, La;Agricultura;2024T1;1,2
17 Rioja, La;Agricultura;2023T4;1,7
17 Rioja, La;Agricultura;2023T3;0,9
17 Rioja, La;Agricultura;2023T2;0,3
17 Rioja, La;Agricultura;2023T1;0,4
17 Rioja, La;Agricultura;2022T4;0,6
17 Rioja, La;Agricultura;2022T3;1,2
17 Rioja, La;Agricultura;2022T2;1
17 Rioja, La;Agricultura;2022T1;0,8
17 Rioja, La;Agricultura;2021T4;0,5
17 Rioja, La;Agricultura;2021T3;1,9
17 Rioja, La;Agricultura;2021T2;0,5
17 Rioja, La;Agricultura;2021T1;0,5
17 Rioja, La;Agricultura;2020T4;0,9
17 Rioja, La;Agricultura;2020T3;1,8
17 Rioja, La;Agricultura;2020T2;1
17 Rioja, La;Agricultura;2020T1;1,4
17 Rioja, La;Agricultura;2019T4;1,5
17 Rioja, La;Agricultura;2019T3;1,3
17 Rioja, La;Agricultura;2019T2;0,5
17 Rioja, La;Agricultura;2019T1;0,7
17 Rioja, La;Agricultura;2018T4;0,7
17 Rioja, La;Agricultura;2018T3;0,9
17 Rioja, La;Agricultura;2018T2;1,2
17 Rioja, La;Agricultura;2018T1;0,8
17 Rioja, La;Agricultura;2017T4;1,8
17 Rioja, La;Agricultura;2017T3;1,3
17 Rioja, La;Agricultura;2017T2;1
17 Rioja, La;Agricultura;2017T1;1,2
17 Rioja, La;Agricultura;2016T4;1,8
17 Rioja, La;Agricultura;2016T3;2,2
17 Rioja, La;Agricultura;2016T2;1,8
17 Rioja, La;Agricultura;2016T1;2,5
17 Rioja, La;Agricultura;2015T4;2,8
17 Rioja, La;Agricultura;2015T3;1,7
17 Rioja, La;Agricultura;2015T2;1,5
17 Rioja, La;Agricultura;2015T1;1,4
17 Rioja, La;Agricultura;2014T4;1,2
17 Rioja, La;Agricultura;2014T3;1,1
17 Rioja, La;Agricultura;2014T2;0,8
17 Rioja, La;Agricultura;2014T1;0,5
17 Rioja, La;Agricultura;2013T4;1,4
17 Rioja, La;Agricultura;2013T3;1,2
17 Rioja, La;Agricultura;2013T2;1,5
17 Rioja, La;Agricultura;2013T1;2
17 Rioja, La;Agricultura;2012T4;1,1
17 Rioja, La;Agricultura;2012T3;1,6
17 Rioja, La;Agricultura;2012T2;0,9
17 Rioja, La;Agricultura;2012T1;1,3
17 Rioja, La;Agricultura;2011T4;2,1
17 Rioja, La;Agricultura;2011T3;0,7
17 Rioja, La;Agricultura;2011T2;0,8
17 Rioja, La;Agricultura;2011T1;1,4
17 Rioja, La;Agricultura;2010T4;1,2
17 Rioja, La;Agricultura;2010T3;0,8
17 Rioja, La;Agricultura;2010T2;0,4
17 Rioja, La;Agricultura;2010T1;0,5
17 Rioja, La;Agricultura;2009T4;0,3
17 Rioja, La;Agricultura;2009T3;0,4
17 Rioja, La;Agricultura;2009T2;0,7
17 Rioja, La;Agricultura;2009T1;0,8
17 Rioja, La;Agricultura;2008T4;0,6
17 Rioja, La;Agricultura;2008T3;0,2
17 Rioja, La;Agricultura;2008T2;0,5
17 Rioja, La;Agricultura;2008T1;0,1
17 Rioja, La;Industria;2024T4;1,8
17 Rioja, La;Industria;2024T3;1,9
17 Rioja, La;Industria;2024T2;1,8
17 Rioja, La;Industria;2024T1;3,2
17 Rioja, La;Industria;2023T4;2,9
17 Rioja, La;Industria;2023T3;2,2
17 Rioja, La;Industria;2023T2;2,4
17 Rioja, La;Industria;2023T1;4,2
17 Rioja, La;Industria;2022T4;2,9
17 Rioja, La;Industria;2022T3;2,3
17 Rioja, La;Industria;2022T2;2,7
17 Rioja, La;Industria;2022T1;3
17 Rioja, La;Industria;2021T4;1,8
17 Rioja, La;Industria;2021T3;2,8
17 Rioja, La;Industria;2021T2;2,6
17 Rioja, La;Industria;2021T1;3,3
17 Rioja, La;Industria;2020T4;2,1
17 Rioja, La;Industria;2020T3;2,2
17 Rioja, La;Industria;2020T2;2,4
17 Rioja, La;Industria;2020T1;1,3
17 Rioja, La;Industria;2019T4;2,4
17 Rioja, La;Industria;2019T3;1,8
17 Rioja, La;Industria;2019T2;1,5
17 Rioja, La;Industria;2019T1;2,4
17 Rioja, La;Industria;2018T4;2,9
17 Rioja, La;Industria;2018T3;2
17 Rioja, La;Industria;2018T2;1,7
17 Rioja, La;Industria;2018T1;2,4
17 Rioja, La;Industria;2017T4;1,3
17 Rioja, La;Industria;2017T3;1,4
17 Rioja, La;Industria;2017T2;2,1
17 Rioja, La;Industria;2017T1;2,7
17 Rioja, La;Industria;2016T4;2,2
17 Rioja, La;Industria;2016T3;3,2
17 Rioja, La;Industria;2016T2;3
17 Rioja, La;Industria;2016T1;2,8
17 Rioja, La;Industria;2015T4;1,7
17 Rioja, La;Industria;2015T3;2,1
17 Rioja, La;Industria;2015T2;3,2
17 Rioja, La;Industria;2015T1;3,8
17 Rioja, La;Industria;2014T4;2,1
17 Rioja, La;Industria;2014T3;2
17 Rioja, La;Industria;2014T2;2
17 Rioja, La;Industria;2014T1;2,4
17 Rioja, La;Industria;2013T4;3,2
17 Rioja, La;Industria;2013T3;3,3
17 Rioja, La;Industria;2013T2;3,5
17 Rioja, La;Industria;2013T1;4,5
17 Rioja, La;Industria;2012T4;3,1
17 Rioja, La;Industria;2012T3;3,6
17 Rioja, La;Industria;2012T2;4,7
17 Rioja, La;Industria;2012T1;4,1
17 Rioja, La;Industria;2011T4;3,2
17 Rioja, La;Industria;2011T3;2,6
17 Rioja, La;Industria;2011T2;2,4
17 Rioja, La;Industria;2011T1;2,5
17 Rioja, La;Industria;2010T4;3
17 Rioja, La;Industria;2010T3;2,4
17 Rioja, La;Industria;2010T2;1,7
17 Rioja, La;Industria;2010T1;2,8
17 Rioja, La;Industria;2009T4;2,8
17 Rioja, La;Industria;2009T3;3,2
17 Rioja, La;Industria;2009T2;3,2
17 Rioja, La;Industria;2009T1;3,2
17 Rioja, La;Industria;2008T4;3,3
17 Rioja, La;Industria;2008T3;2,6
17 Rioja, La;Industria;2008T2;1,1
17 Rioja, La;Industria;2008T1;1,5
17 Rioja, La;Construcción;2024T4;0,5
17 Rioja, La;Construcción;2024T3;1,2
17 Rioja, La;Construcción;2024T2;0,5
17 Rioja, La;Construcción;2024T1;0,5
17 Rioja, La;Construcción;2023T4;0,3
17 Rioja, La;Construcción;2023T3;0,4
17 Rioja, La;Construcción;2023T2;0,6
17 Rioja, La;Construcción;2023T1;0,3
17 Rioja, La;Construcción;2022T4;0,4
17 Rioja, La;Construcción;2022T3;0,7
17 Rioja, La;Construcción;2022T2;0,6
17 Rioja, La;Construcción;2022T1;0,2
17 Rioja, La;Construcción;2021T4;0,2
17 Rioja, La;Construcción;2021T3;0,4
17 Rioja, La;Construcción;2021T2;0,2
17 Rioja, La;Construcción;2021T1;0,3
17 Rioja, La;Construcción;2020T4;0,1
17 Rioja, La;Construcción;2020T3;0,5
17 Rioja, La;Construcción;2020T2;0,6
17 Rioja, La;Construcción;2020T1;0,7
17 Rioja, La;Construcción;2019T4;0,5
17 Rioja, La;Construcción;2019T3;0,8
17 Rioja, La;Construcción;2019T2;0,8
17 Rioja, La;Construcción;2019T1;0,7
17 Rioja, La;Construcción;2018T4;0,3
17 Rioja, La;Construcción;2018T3;0,6
17 Rioja, La;Construcción;2018T2;0,8
17 Rioja, La;Construcción;2018T1;0,7
17 Rioja, La;Construcción;2017T4;0,8
17 Rioja, La;Construcción;2017T3;0,6
